! Species         Shape    LJ-depth  LJ-diam   DiplMom   Polzblty  RotRelaxNum Data     
! Name            Index    epsilon/k_B sigma     mu        alpha     Zrot      Source   
S(92)               2     583.460     8.880     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=757.74 K, Pc=15.72 bar (from Joback method)
C8H17O(93)          2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
C8H17O(94)          2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
C8H17O(95)          2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
C8H17O(96)          2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
C8H17O(97)          2     443.253     6.944     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=575.65 K, Pc=24.98 bar (from Joback method)
C10H15(98)          2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
C10H15(99)          2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(100)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(101)              2     495.614     7.315     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=643.65 K, Pc=23.89 bar (from Joback method)
S(102)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(103)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(104)              2     504.424     7.401     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=655.10 K, Pc=23.47 bar (from Joback method)
S(105)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(106)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(107)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(108)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(109)              2     457.553     6.672     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=594.22 K, Pc=29.06 bar (from Joback method)
S(110)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(111)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(112)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
S(113)              2     440.715     6.360     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=572.36 K, Pc=32.32 bar (from Joback method)
C6H7O(114)          2     492.192     6.392     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=639.21 K, Pc=35.56 bar (from Joback method)
C6H7O(115)          2     501.791     6.676     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=651.68 K, Pc=31.81 bar (from Joback method)
C6H7O(116)          2     501.143     6.476     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.83 K, Pc=34.81 bar (from Joback method)
C6H7O(117)          2     501.143     6.476     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=650.83 K, Pc=34.81 bar (from Joback method)
S(118)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(119)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(120)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(121)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(122)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(123)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(124)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(125)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(126)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
S(127)              2     504.246     7.731     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=654.86 K, Pc=20.59 bar (from Joback method)
C8H15(128)          2     432.746     6.578     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.01 K, Pc=28.69 bar (from Joback method)
C8H15(129)          2     432.746     6.578     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.01 K, Pc=28.69 bar (from Joback method)
C8H15(130)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(131)          2     432.746     6.578     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.01 K, Pc=28.69 bar (from Joback method)
C8H15(132)          2     432.746     6.578     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.01 K, Pc=28.69 bar (from Joback method)
C8H15(133)          2     432.746     6.578     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.01 K, Pc=28.69 bar (from Joback method)
C8H15(134)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(135)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(136)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(137)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(138)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(139)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(140)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(141)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(142)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(143)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(144)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(145)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(146)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(147)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(148)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(149)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(150)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(151)          2     432.977     6.586     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=562.31 K, Pc=28.6 bar (from Joback method)
C8H15(152)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
C8H15(153)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
C8H15(154)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
C8H15(155)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
C8H15(156)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
C8H15(157)          2     423.180     6.512     0.000     0.000     0.000    ! Epsilon & sigma estimated with Tc=549.58 K, Pc=28.91 bar (from Joback method)
